
 - final statistics:
2 variables; iteration 0; function evaluation 0
Function value 1.8041e+04; maximum gradient component mag -1.4896e-01
Exit code = 0;  converg criter 1.0000e+01
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.18710 -1.48961e-01 |  2  0.02667  1.46809e-01 |

 - final statistics:
121 variables; iteration 0; function evaluation 0
Function value 1.8041e+04; maximum gradient component mag 3.0832e-01
Exit code = 0;  converg criter 1.0000e+01
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
 28 -0.07172  6.46404e-03 | 29 -0.11610 -7.48163e-03 | 30  0.08911 -1.51287e-02
 31 -0.08705 -7.01418e-03 | 32  0.08124 -2.64651e-03 | 33 -0.02938 -5.85752e-03
 34 -0.09230 -4.02476e-03 | 35 -0.17000 -3.29966e-03 | 36 -0.07918 -1.76276e-03
 37  0.02735 -1.53687e-02 | 38  0.00148 -1.99351e-02 | 39 -0.00265 -2.08113e-02
 40  0.08948 -3.39214e-02 | 41 -0.02477 -1.73607e-02 | 42 -0.05451 -1.94842e-02
 43 -0.06189 -1.50937e-02 | 44  0.06394 -3.61616e-02 | 45 -0.03133 -2.29940e-02
 46 -0.06890 -1.79750e-02 | 47  0.04157 -3.42720e-02 | 48  0.03099 -1.82575e-02
 49 -0.09233 -1.02776e-02 | 50 -0.02117 -2.68684e-02 | 51 -0.06507 -1.05902e-02
 52 -0.09592 -1.64862e-02 | 53 -0.03541 -1.44288e-02 | 54  0.06363 -1.60983e-02
 55 -0.01458  1.17926e-03 | 56  0.10593 -1.71323e-02 | 57 -0.07507  6.67910e-03
 58  0.06200  5.01926e-04 | 59  0.10516 -3.36903e-03 | 60  0.00451  9.97125e-03
 61  0.10708 -4.52845e-03 | 62 -0.07924 -7.70235e-03 | 63 -0.04915  8.04857e-04
 64 -0.11967  4.75192e-03 | 65 -0.09498  7.28354e-03 | 66  0.10205 -1.70805e-02
 67 -0.16316 -1.20798e-02 | 68 -0.02122  2.78710e-05 | 69 -0.89207 -1.14934e-02
 70  0.04321 -1.70451e-02 | 71  0.01990 -6.64824e-02 | 72  0.08944  1.16490e-05
 73  0.10302  1.63626e-01 | 74  0.00184  3.45397e-06 | 75 -0.08660 -5.96976e-02
 76 -0.12115 -1.28011e-03 | 77  0.02120  5.53577e-02 | 78 -0.13443  1.10764e-03
 79  0.07198 -1.88922e-03 | 80 -0.20369  2.39239e-01 | 81 -0.03375 -4.52477e-02
 82 -0.44001  9.87330e-03 | 83 -0.31579 -1.69684e-03 | 84  0.10666  1.34492e-02
 85 -0.62502  4.55606e-01 | 86 -0.00044 -9.31493e-05 | 87 -0.07327  2.41529e-04
 88 -0.00097  3.32273e-03 | 89  0.01664 -4.64073e-03 | 90  0.00507 -1.55738e-03
 91  0.00226 -8.23710e-03 | 92  0.00150  3.95271e-03 | 93  0.00917  8.46407e-04
 94  0.00870 -8.20507e-03 | 95  0.00354 -5.45292e-04 | 96  0.01211 -2.06330e-02
 97 -0.01425 -1.23410e-02 | 98  0.01466  2.39476e-03 | 99  0.00925 -7.15360e-03
100  0.02541 -1.00595e-02 |101 -0.00022  6.91621e-03 |102  0.02139 -4.09033e-03
103 -0.02240  5.20676e-03 |104 -0.02740 -2.04409e-03 |105 -0.02294 -7.61042e-03
106 -0.03495 -1.12288e-02 |107 -0.03831 -6.44440e-03 |108  0.01166 -1.84516e-02
109 -0.03910  4.84538e-04 |110 -0.01158 -8.31871e-03 |111  0.00469 -2.06648e-03
112 -0.02748  2.39429e-03 |113  0.04517 -1.04826e-02 |114  0.03355  7.92722e-04
115  0.04859 -5.60194e-04 |116  0.05314  9.82799e-04 |117  0.03857  3.27375e-03
118  0.05127 -2.24779e-03 |119  0.02265 -1.12705e-03 |120  0.09941 -2.68772e-03
121  0.00998 -1.66283e-02 |122 -0.00534 -1.35451e-02 |123 -0.01143 -1.95467e-02
124  0.02975 -2.69971e-02 |125  0.01300 -1.94319e-02 |126  0.00675 -2.89206e-02
127  0.00715 -2.08216e-02 |128  0.00585 -2.43275e-02 |129 -0.00356 -5.18340e-02
130  0.00159 -2.97443e-02 |131 -0.00549 -3.33287e-02 |132  0.01303 -4.64154e-02
133 -0.00717 -4.24634e-02 |134  0.01377 -3.58288e-02 |135  0.00014 -5.44495e-02
136 -0.01420 -3.74088e-02 |137  0.02018 -3.67475e-02 |138 -0.01173 -1.95049e-02
139  0.01425 -3.95273e-02 |140  0.02379 -3.03674e-02 |141 -0.00317 -3.42017e-02
142  0.00151 -2.52856e-02 |143  0.02019 -2.94579e-02 |144 -0.01256 -1.21521e-02
145  0.02769 -1.20169e-02 |146  0.00230 -7.48496e-03 |147  0.01080 -2.48268e-03
148 -0.01657 -2.30444e-03 |149  0.01420 -8.22962e-04 |150  0.00753  8.86513e-03
151 -0.02657 -8.94772e-03 |152  0.03111  4.46718e-04 |153 -0.00609 -1.40661e-05
153 variables; iteration 200; function evaluation 228; phase 8
Function value 1.8031670e+04; maximum gradient component mag 1.8637e+00
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.24875 -3.31984e-01 |  2 -0.06886  3.87757e-02 |  3  0.08343  2.55564e-01
  4 -0.48274  8.93539e-01 |  5 -0.58464  7.18034e-01 |  6 -0.23419 -4.25361e-03
  7 -0.14720 -1.68047e-02 |  8  0.02605 -2.54040e-02 |  9  0.07855 -6.11612e-03
 10 -0.05496  3.04044e-01 | 11 -0.10057 -2.04670e-03 | 12 -0.26300 -9.10687e-05
 13 -0.26881 -2.79976e-04 | 14 -0.27549  7.61330e-04 | 15 -0.28264 -5.81016e-05
 16 -0.29012  3.87015e-04 | 17 -0.29688  7.42817e-04 | 18 -0.30068  3.51647e-05
 19 -0.29189  9.67874e-04 | 20 -0.25947 -9.62860e-04 | 21 -0.17107  1.44434e-03
 22 -0.14924  5.14909e-03 | 23 -0.18691  3.34441e-03 | 24 -0.02198  1.51891e-02
 25  0.07377  2.47524e-02 | 26  0.04398  1.19991e-02 | 27  0.03907  2.52926e-02
 28 -0.07172  1.58145e-02 | 29 -0.11610  1.90512e-03 | 30  0.08911  2.95349e-02
 31 -0.08705  5.75168e-03 | 32  0.08124  5.01238e-02 | 33 -0.02938  1.73352e-02
 34 -0.09230  8.47848e-03 | 35 -0.17000  4.59046e-03 | 36 -0.07918  1.91818e-02
 37  0.02735  3.36646e-02 | 38  0.00148  2.27198e-02 | 39 -0.00265  2.27406e-02
 40  0.08948  3.01487e-02 | 41 -0.02477  1.27309e-02 | 42 -0.05451  5.43252e-03
 43 -0.06189  3.84742e-03 | 44  0.06394  1.57135e-02 | 45 -0.03133  7.34195e-04
 46 -0.06890 -1.01629e-03 | 47  0.04157  1.26737e-02 | 48  0.03099  2.75155e-02
 49 -0.09233  6.89825e-03 | 50 -0.02117  4.83634e-04 | 51 -0.06507  4.15806e-03
 52 -0.09592  3.52710e-04 | 53 -0.03541  3.83091e-03 | 54  0.06363  2.06698e-02
 55 -0.01457  1.42051e-02 | 56  0.10593  1.46103e-02 | 57 -0.07507  8.24067e-03
 58  0.06200  1.08114e-02 | 59  0.10516  2.17708e-03 | 60  0.00451  1.25463e-02
 61  0.10708  8.77013e-04 | 62 -0.07924 -6.61574e-03 | 63 -0.04915  2.47908e-03
 64 -0.11967  3.43321e-03 | 65 -0.09498  3.94496e-03 | 66  0.10205 -1.89362e-02
 67 -0.16316 -1.11868e-02 | 68 -0.02122 -1.04206e-03 | 69 -0.89207 -8.21808e-03
 70  0.04321 -1.15428e-02 | 71  0.01990 -2.28326e-02 | 72  0.09108  2.22053e-04
 73  0.10302  5.51605e-02 | 74  0.00318  1.39095e-05 | 75 -0.08660 -4.39259e-02
 76 -0.12094  3.23949e-04 | 77  0.02120  3.72148e-02 | 78 -0.13912  5.62195e-04
 79  0.07198  5.87984e-03 | 80 -0.20372  1.86370e+00 | 81 -0.03358 -4.52712e-03
 82 -0.45925 -1.29623e-03 | 83 -0.28214 -3.82831e-05 | 84  0.10666  2.44192e-02
 85 -0.62502  6.62662e-01 | 86  0.00026 -2.44539e-04 | 87 -0.08731 -5.84973e-05
 88 -0.00097  9.26479e-03 | 89  0.01664  1.34889e-02 | 90  0.00507  1.55192e-02
 91  0.00226  1.35571e-02 | 92  0.00150  3.22842e-02 | 93  0.00917  1.12403e-02
 94  0.00870  5.42302e-03 | 95  0.00354  1.46107e-02 | 96  0.01211  7.43166e-03
 97 -0.01425 -8.25414e-04 | 98  0.01466  1.21842e-02 | 99  0.00925  1.33908e-02
100  0.02541  8.00874e-03 |101 -0.00022  9.60009e-03 |102  0.02139  1.29889e-02
103 -0.02240  1.22590e-02 |104 -0.02740  3.22545e-03 |105 -0.02294  3.11032e-03
106 -0.03495  4.67069e-03 |107 -0.03831  2.71818e-03 |108  0.01166  4.75494e-03
109 -0.03910  5.44547e-03 |110 -0.01158  8.79804e-03 |111  0.00469  1.33341e-02
112 -0.02748  7.09693e-03 |113  0.04517  5.38989e-04 |114  0.03355  3.43131e-03
115  0.04859  3.66986e-03 |116  0.05314  2.49788e-03 |117  0.03857  5.00685e-03
118  0.05127  3.12944e-03 |119  0.02265 -3.62716e-04 |120  0.09941 -2.02083e-03
121  0.00998  4.45856e-02 |122 -0.00534  5.99832e-02 |123 -0.01143  6.43305e-02
124  0.02975  8.94331e-02 |125  0.01300  1.14263e-01 |126  0.00675  9.53954e-02
127  0.00715  8.65114e-02 |128  0.00585  6.19969e-02 |129 -0.00356  5.62981e-02
130  0.00159  7.17837e-02 |131 -0.00549  5.34032e-02 |132  0.01303  5.71748e-02
133 -0.00717  5.28954e-02 |134  0.01377  5.98572e-02 |135  0.00014  3.57632e-02
136 -0.01420  3.41936e-02 |137  0.02019  4.19071e-02 |138 -0.01173  3.63377e-02
139  0.01425  4.02622e-02 |140  0.02379  5.22830e-02 |141 -0.00317  5.40976e-02
142  0.00151  4.72815e-02 |143  0.02019  6.10021e-02 |144 -0.01256  6.33933e-02
145  0.02769  6.75066e-02 |146  0.00230  5.25080e-02 |147  0.01080  3.85520e-02
148 -0.01657  2.20707e-02 |149  0.01420  2.12112e-02 |150  0.00753  2.45702e-02
151 -0.02657  4.32312e-03 |152  0.03111  1.23068e-02 |153 -0.00609  4.02170e-03
  ic > imax  in fminim is answer attained ?
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.24875 -1.69838e-02 |  2 -0.06886  1.67173e-03 |  3  0.08344  8.55316e-03
  4 -0.48275  2.74296e-02 |  5 -0.58464  2.03217e-02 |  6 -0.23419  9.33101e-04
  7 -0.14720  1.05861e-03 |  8  0.02605 -1.34060e-03 |  9  0.07855 -4.66314e-04
 10 -0.05496  1.45748e-02 | 11 -0.10058  5.53913e-04 | 12 -0.26300 -4.05230e-07
 13 -0.26881  1.45015e-04 | 14 -0.27550 -1.43315e-04 | 15 -0.28264  7.40126e-05
 16 -0.29012  8.34830e-05 | 17 -0.29688 -2.75053e-05 | 18 -0.30068  1.17851e-04
 19 -0.29190 -6.93080e-05 | 20 -0.25946  2.07093e-05 | 21 -0.17107 -4.79221e-05
 22 -0.14925  1.38556e-04 | 23 -0.18691  2.56366e-04 | 24 -0.02198  8.79637e-04
 25  0.07377  1.02090e-03 | 26  0.04398  5.31610e-04 | 27  0.03907  1.36231e-03
 28 -0.07172  1.23301e-03 | 29 -0.11610  6.55740e-05 | 30  0.08911  1.08292e-03
 31 -0.08705 -8.87598e-05 | 32  0.08124  1.59791e-03 | 33 -0.02938  6.48442e-04
 34 -0.09230  1.17454e-04 | 35 -0.17000  5.57829e-04 | 36 -0.07918  1.44318e-03
 37  0.02736  4.21754e-04 | 38  0.00148  1.63306e-03 | 39 -0.00265  1.54327e-03
 40  0.08949  2.04219e-03 | 41 -0.02477  1.13811e-03 | 42 -0.05451  1.00836e-03
 43 -0.06189  2.98120e-04 | 44  0.06394  1.71259e-03 | 45 -0.03133  3.02622e-04
 46 -0.06890 -8.04302e-04 | 47  0.04157  1.71339e-03 | 48  0.03099  2.71093e-03
 49 -0.09233  9.45950e-04 | 50 -0.02117 -4.20559e-04 | 51 -0.06507 -2.11762e-04
 52 -0.09591  5.02240e-05 | 53 -0.03541  5.67967e-04 | 54  0.06363 -4.89287e-04
 55 -0.01457  5.73081e-04 | 56  0.10593  1.42535e-03 | 57 -0.07507 -2.40615e-04
 58  0.06200 -1.08506e-04 | 59  0.10516  7.42704e-04 | 60  0.00451  7.15200e-04
 61  0.10708 -4.99810e-04 | 62 -0.07924 -1.01652e-04 | 63 -0.04914  2.22899e-04
 64 -0.11967 -1.50091e-04 | 65 -0.09498 -6.24136e-04 | 66  0.10205 -1.37643e-03
 67 -0.16315 -8.19254e-04 | 68 -0.02122 -4.01507e-04 | 69 -0.89207 -4.93195e-04
 70  0.04321 -2.52599e-05 | 71  0.01991  1.93958e-03 | 72  0.08994  8.22612e-05
 73  0.10302 -4.90749e-03 | 74  0.00335  1.24699e-05 | 75 -0.08660  1.08349e-02
 76 -0.12090  1.11955e-03 | 77  0.02120 -1.03008e-02 | 78 -0.14003  5.05802e-04
 79  0.07198  2.25205e-03 | 80 -0.20372 -2.83721e-02 | 81 -0.03357 -4.80703e-03
 82 -0.46023 -4.75729e-04 | 83 -0.28277 -1.45250e-04 | 84  0.10663  7.58342e-05
 85 -0.62502  1.13627e-01 | 86  0.00027  2.97495e-07 | 87 -0.08572 -1.55288e-05
 88 -0.00097  5.79136e-04 | 89  0.01664  7.37204e-04 | 90  0.00507  6.62363e-06
 91  0.00226  4.36193e-04 | 92  0.00150  1.53145e-03 | 93  0.00917  9.16730e-04
 94  0.00870  2.38649e-04 | 95  0.00354  1.42406e-03 | 96  0.01211  8.65309e-04
 97 -0.01425 -3.45328e-04 | 98  0.01466  4.84539e-04 | 99  0.00925  8.77695e-04
100  0.02541  1.00144e-03 |101 -0.00022 -8.37594e-04 |102  0.02139  7.84282e-04
103 -0.02240  6.12434e-04 |104 -0.02740 -1.98871e-04 |105 -0.02294 -4.52595e-04
106 -0.03495 -3.95324e-04 |107 -0.03831 -6.94219e-04 |108  0.01166 -1.63814e-04
109 -0.03910 -1.00165e-04 |110 -0.01158  4.58419e-05 |111  0.00469  1.10388e-04
112 -0.02748  3.06604e-04 |113  0.04517  1.52260e-04 |114  0.03355 -2.87988e-04
115  0.04859  7.83039e-05 |116  0.05314 -1.87310e-04 |117  0.03857 -5.16658e-04
118  0.05127  5.03900e-04 |119  0.02265  2.56509e-04 |120  0.09941  6.82753e-05
121  0.00998  1.06452e-03 |122 -0.00534  8.51823e-04 |123 -0.01143  1.90293e-03
124  0.02975  1.42244e-03 |125  0.01300  4.83908e-04 |126  0.00675  1.86985e-03
127  0.00715  2.62807e-03 |128  0.00585  1.13956e-03 |129 -0.00356  2.65370e-03
130  0.00159  3.29407e-03 |131 -0.00549  2.62519e-03 |132  0.01303  3.53122e-03
133 -0.00717  2.44102e-03 |134  0.01377  3.61642e-03 |135  0.00014  1.61525e-03
136 -0.01420  1.47357e-03 |137  0.02018  2.48960e-03 |138 -0.01173  8.93645e-04
139  0.01425  2.13569e-03 |140  0.02379  2.03352e-03 |141 -0.00317  2.13773e-03
142  0.00151  9.45539e-04 |143  0.02019  1.82606e-03 |144 -0.01256  1.40033e-03
145  0.02769  9.26689e-04 |146  0.00230  1.35013e-03 |147  0.01080  1.05490e-03
148 -0.01657  4.43715e-04 |149  0.01420  1.26917e-03 |150  0.00753  9.22045e-04
151 -0.02657 -7.44881e-04 |152  0.03111 -2.17338e-04 |153 -0.00609 -3.33898e-04
Function minimizer not making progress ... is minimum attained?
Minimprove criterion = 0.0000e+00

 - final statistics:
153 variables; iteration 204; function evaluation 261
Function value 1.8032e+04; maximum gradient component mag 1.1363e-01
Exit code = 1;  converg criter 1.0000e-04
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.24875 -1.69838e-02 |  2 -0.06886  1.67173e-03 |  3  0.08344  8.55316e-03
  4 -0.48275  2.74296e-02 |  5 -0.58464  2.03217e-02 |  6 -0.23419  9.33101e-04
  7 -0.14720  1.05861e-03 |  8  0.02605 -1.34060e-03 |  9  0.07855 -4.66314e-04
 10 -0.05496  1.45748e-02 | 11 -0.10058  5.53913e-04 | 12 -0.26300 -4.05230e-07
 13 -0.26881  1.45015e-04 | 14 -0.27550 -1.43315e-04 | 15 -0.28264  7.40126e-05
 16 -0.29012  8.34830e-05 | 17 -0.29688 -2.75053e-05 | 18 -0.30068  1.17851e-04
 19 -0.29190 -6.93080e-05 | 20 -0.25946  2.07093e-05 | 21 -0.17107 -4.79221e-05
 22 -0.14925  1.38556e-04 | 23 -0.18691  2.56366e-04 | 24 -0.02198  8.79637e-04
 25  0.07377  1.02090e-03 | 26  0.04398  5.31610e-04 | 27  0.03907  1.36231e-03
 28 -0.07172  1.23301e-03 | 29 -0.11610  6.55740e-05 | 30  0.08911  1.08292e-03
 31 -0.08705 -8.87598e-05 | 32  0.08124  1.59791e-03 | 33 -0.02938  6.48442e-04
 34 -0.09230  1.17454e-04 | 35 -0.17000  5.57829e-04 | 36 -0.07918  1.44318e-03
 37  0.02736  4.21754e-04 | 38  0.00148  1.63306e-03 | 39 -0.00265  1.54327e-03
 40  0.08949  2.04219e-03 | 41 -0.02477  1.13811e-03 | 42 -0.05451  1.00836e-03
 43 -0.06189  2.98120e-04 | 44  0.06394  1.71259e-03 | 45 -0.03133  3.02622e-04
 46 -0.06890 -8.04302e-04 | 47  0.04157  1.71339e-03 | 48  0.03099  2.71093e-03
 49 -0.09233  9.45950e-04 | 50 -0.02117 -4.20559e-04 | 51 -0.06507 -2.11762e-04
 52 -0.09591  5.02240e-05 | 53 -0.03541  5.67967e-04 | 54  0.06363 -4.89287e-04
 55 -0.01457  5.73081e-04 | 56  0.10593  1.42535e-03 | 57 -0.07507 -2.40615e-04
 58  0.06200 -1.08506e-04 | 59  0.10516  7.42704e-04 | 60  0.00451  7.15200e-04
 61  0.10708 -4.99810e-04 | 62 -0.07924 -1.01652e-04 | 63 -0.04914  2.22899e-04
 64 -0.11967 -1.50091e-04 | 65 -0.09498 -6.24136e-04 | 66  0.10205 -1.37643e-03
 67 -0.16315 -8.19254e-04 | 68 -0.02122 -4.01507e-04 | 69 -0.89207 -4.93195e-04
 70  0.04321 -2.52599e-05 | 71  0.01991  1.93958e-03 | 72  0.08994  8.22612e-05
 73  0.10302 -4.90749e-03 | 74  0.00335  1.24699e-05 | 75 -0.08660  1.08349e-02
 76 -0.12090  1.11955e-03 | 77  0.02120 -1.03008e-02 | 78 -0.14003  5.05802e-04
 79  0.07198  2.25205e-03 | 80 -0.20372 -2.83721e-02 | 81 -0.03357 -4.80703e-03
 82 -0.46023 -4.75729e-04 | 83 -0.28277 -1.45250e-04 | 84  0.10663  7.58342e-05
 85 -0.62502  1.13627e-01 | 86  0.00027  2.97495e-07 | 87 -0.08572 -1.55288e-05
 88 -0.00097  5.79136e-04 | 89  0.01664  7.37204e-04 | 90  0.00507  6.62363e-06
 91  0.00226  4.36193e-04 | 92  0.00150  1.53145e-03 | 93  0.00917  9.16730e-04
 94  0.00870  2.38649e-04 | 95  0.00354  1.42406e-03 | 96  0.01211  8.65309e-04
 97 -0.01425 -3.45328e-04 | 98  0.01466  4.84539e-04 | 99  0.00925  8.77695e-04
100  0.02541  1.00144e-03 |101 -0.00022 -8.37594e-04 |102  0.02139  7.84282e-04
103 -0.02240  6.12434e-04 |104 -0.02740 -1.98871e-04 |105 -0.02294 -4.52595e-04
106 -0.03495 -3.95324e-04 |107 -0.03831 -6.94219e-04 |108  0.01166 -1.63814e-04
109 -0.03910 -1.00165e-04 |110 -0.01158  4.58419e-05 |111  0.00469  1.10388e-04
112 -0.02748  3.06604e-04 |113  0.04517  1.52260e-04 |114  0.03355 -2.87988e-04
115  0.04859  7.83039e-05 |116  0.05314 -1.87310e-04 |117  0.03857 -5.16658e-04
118  0.05127  5.03900e-04 |119  0.02265  2.56509e-04 |120  0.09941  6.82753e-05
121  0.00998  1.06452e-03 |122 -0.00534  8.51823e-04 |123 -0.01143  1.90293e-03
124  0.02975  1.42244e-03 |125  0.01300  4.83908e-04 |126  0.00675  1.86985e-03
127  0.00715  2.62807e-03 |128  0.00585  1.13956e-03 |129 -0.00356  2.65370e-03
130  0.00159  3.29407e-03 |131 -0.00549  2.62519e-03 |132  0.01303  3.53122e-03
133 -0.00717  2.44102e-03 |134  0.01377  3.61642e-03 |135  0.00014  1.61525e-03
136 -0.01420  1.47357e-03 |137  0.02018  2.48960e-03 |138 -0.01173  8.93645e-04
139  0.01425  2.13569e-03 |140  0.02379  2.03352e-03 |141 -0.00317  2.13773e-03
142  0.00151  9.45539e-04 |143  0.02019  1.82606e-03 |144 -0.01256  1.40033e-03
145  0.02769  9.26689e-04 |146  0.00230  1.35013e-03 |147  0.01080  1.05490e-03
148 -0.01657  4.43715e-04 |149  0.01420  1.26917e-03 |150  0.00753  9.22045e-04
151 -0.02657 -7.44881e-04 |152  0.03111 -2.17338e-04 |153 -0.00609 -3.33898e-04

Initial statistics: 170 variables; iteration 0; function evaluation 0; phase 9
Function value 1.8031670e+04; maximum gradient component mag -2.2201e+01
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.24875 -1.69838e-02 |  2 -0.06886  1.67172e-03 |  3  0.08344  8.55314e-03
  4 -0.48275  2.74295e-02 |  5 -0.58464  2.03216e-02 |  6 -0.23419  9.33110e-04
  7 -0.14720  1.05861e-03 |  8  0.02605 -1.34055e-03 |  9  0.07855 -4.66300e-04
 10 -0.05496  1.45747e-02 | 11 -0.10058  5.53913e-04 | 12 -0.26300 -4.05252e-07
 13 -0.26881  1.45015e-04 | 14 -0.27550 -1.43315e-04 | 15 -0.28264  7.40126e-05
 16 -0.29012  8.34829e-05 | 17 -0.29688 -2.75053e-05 | 18 -0.30068  1.17851e-04
 19 -0.29190 -6.93081e-05 | 20 -0.25946  2.07093e-05 | 21 -0.17107 -4.79223e-05
 22 -0.14925  1.38556e-04 | 23 -0.18691  2.56366e-04 | 24 -0.02198  8.79636e-04
 25  0.07377  1.02090e-03 | 26  0.04398  5.31615e-04 | 27  0.03907  1.36231e-03
 28 -0.07172  1.23300e-03 | 29 -0.11610  6.55673e-05 | 30  0.08911  1.08294e-03
 31 -0.08705 -8.87591e-05 | 32  0.08124  1.59790e-03 | 33 -0.02938  6.48444e-04
 34 -0.09230  1.17459e-04 | 35 -0.17000  5.57827e-04 | 36 -0.07918  1.44317e-03
 37  0.02736  4.21738e-04 | 38  0.00148  1.63307e-03 | 39 -0.00265  1.54326e-03
 40  0.08949  2.04219e-03 | 41 -0.02477  1.13811e-03 | 42 -0.05451  1.00836e-03
 43 -0.06189  2.98109e-04 | 44  0.06394  1.71259e-03 | 45 -0.03133  3.02618e-04
 46 -0.06890 -8.04297e-04 | 47  0.04157  1.71337e-03 | 48  0.03099  2.71092e-03
 49 -0.09233  9.45945e-04 | 50 -0.02117 -4.20566e-04 | 51 -0.06507 -2.11766e-04
 52 -0.09591  5.02068e-05 | 53 -0.03541  5.67981e-04 | 54  0.06363 -4.89298e-04
 55 -0.01457  5.73067e-04 | 56  0.10593  1.42535e-03 | 57 -0.07507 -2.40611e-04
 58  0.06200 -1.08496e-04 | 59  0.10516  7.42713e-04 | 60  0.00451  7.15193e-04
 61  0.10708 -4.99794e-04 | 62 -0.07924 -1.01651e-04 | 63 -0.04914  2.22900e-04
 64 -0.11967 -1.50087e-04 | 65 -0.09498 -6.24131e-04 | 66  0.10205 -1.37644e-03
 67 -0.16315 -8.19252e-04 | 68 -0.02122 -4.01505e-04 | 69 -0.01281 -2.22005e+01
 70 -0.00176 -5.18263e-02 | 71  0.00000  0.00000e+00 | 72  0.00000  0.00000e+00
 73  0.00000  0.00000e+00 | 74  0.00000  0.00000e+00 | 75  0.00000  0.00000e+00
 76  0.00000  0.00000e+00 | 77  0.00000  0.00000e+00 | 78  0.00000  0.00000e+00
 79  0.00000  0.00000e+00 | 80  0.00000  0.00000e+00 | 81  0.00000  0.00000e+00
 82  0.00000  0.00000e+00 | 83  0.00000  0.00000e+00 | 84  0.00000  0.00000e+00
 85  0.00000  0.00000e+00 | 86 -0.89207 -4.93195e-04 | 87  0.04321 -2.52600e-05
 88  0.01991  1.93958e-03 | 89  0.08994  8.22612e-05 | 90  0.10302 -4.90746e-03
 91  0.00335  1.24699e-05 | 92 -0.08660  1.08349e-02 | 93 -0.12090  1.11955e-03
 94  0.02120 -1.03007e-02 | 95 -0.14003  5.05802e-04 | 96  0.07198  2.25205e-03
 97 -0.20372 -2.83721e-02 | 98 -0.03357 -4.80703e-03 | 99 -0.46023 -4.75729e-04
100 -0.28277 -1.45250e-04 |101  0.10663  7.58332e-05 |102 -0.62502  1.13626e-01
103  0.00027  2.97533e-07 |104 -0.08572 -1.55288e-05 |105 -0.00097  5.79140e-04
106  0.01664  7.37238e-04 |107  0.00507  6.54966e-06 |108  0.00226  4.36194e-04
109  0.00150  1.53149e-03 |110  0.00917  9.16712e-04 |111  0.00870  2.38691e-04
112  0.00354  1.42401e-03 |113  0.01211  8.65278e-04 |114 -0.01425 -3.45320e-04
115  0.01466  4.84548e-04 |116  0.00925  8.77678e-04 |117  0.02541  1.00143e-03
118 -0.00022 -8.37586e-04 |119  0.02139  7.84291e-04 |120 -0.02240  6.12425e-04
121 -0.02740 -1.98852e-04 |122 -0.02294 -4.52603e-04 |123 -0.03495 -3.95333e-04
124 -0.03831 -6.94218e-04 |125  0.01166 -1.63813e-04 |126 -0.03910 -1.00197e-04
127 -0.01158  4.58787e-05 |128  0.00469  1.10347e-04 |129 -0.02748  3.06603e-04
130  0.04517  1.52250e-04 |131  0.03355 -2.87982e-04 |132  0.04859  7.82949e-05
133  0.05314 -1.87342e-04 |134  0.03857 -5.16655e-04 |135  0.05127  5.03889e-04
136  0.02265  2.56497e-04 |137  0.09941  6.82754e-05 |138  0.00998  1.06450e-03
139 -0.00534  8.51835e-04 |140 -0.01143  1.90291e-03 |141  0.02975  1.42243e-03
142  0.01300  4.83967e-04 |143  0.00675  1.86984e-03 |144  0.00715  2.62807e-03
145  0.00585  1.13954e-03 |146 -0.00356  2.65366e-03 |147  0.00159  3.29404e-03
148 -0.00549  2.62516e-03 |149  0.01303  3.53120e-03 |150 -0.00717  2.44099e-03
151  0.01377  3.61639e-03 |152  0.00014  1.61524e-03 |153 -0.01420  1.47357e-03
154  0.02018  2.48961e-03 |155 -0.01173  8.93642e-04 |156  0.01425  2.13566e-03
157  0.02379  2.03351e-03 |158 -0.00317  2.13771e-03 |159  0.00151  9.45513e-04
160  0.02019  1.82610e-03 |161 -0.01256  1.40030e-03 |162  0.02769  9.26687e-04
163  0.00230  1.35012e-03 |164  0.01080  1.05491e-03 |165 -0.01657  4.43718e-04
166  0.01420  1.26916e-03 |167  0.00753  9.22043e-04 |168 -0.02657 -7.44894e-04
169  0.03111 -2.17343e-04 |170 -0.00609 -3.33897e-04 |

Intermediate statistics: 170 variables; iteration 20; function evaluation 23; phase 9
Function value 1.8031620e+04; maximum gradient component mag 1.6445e+02
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.24871 -5.62183e+01 |  2 -0.06897  6.54982e+00 |  3  0.08354  2.61005e+01
  4 -0.48261  8.74027e+01 |  5 -0.58472  7.03919e+01 |  6 -0.23428 -9.88210e-01
  7 -0.14703  1.87981e+00 |  8  0.02604  9.55378e-01 |  9  0.07858  1.36053e+00
 10 -0.05607  5.30406e+01 | 11 -0.10056 -1.19969e-01 | 12 -0.26299 -3.89245e-02
 13 -0.26880 -4.70213e-02 | 14 -0.27548 -5.65799e-02 | 15 -0.28262 -6.63478e-02
